prod_value,markup_value
"Клиент: Здравствуйт у меня не проходит опл картой в магазине.
Оператор: Понимаю. Скажите, пожалуйста, в каком име магазине возникла ошибка?
Клиент: В супермаркете окол дома, термина пишет 'отказано'.
Оператор: Ви что карта актив Попробуйте, пожалуйста, повторить оплату или воспользоваться банкоматом рядом.","Здравствуйте, у меня не проходит оплата картой в магазине. Понимаю. Скажите, пожалуйста, в каком именно магазине возникла ошибка? В супермаркете около дома, терминал пишет 'отказано'. Вижу, что карта активна. Попробуйте, пожалуйста, повторить оплату или воспользоваться банкоматом рядом."
"Клиент: Добрый вечер, хочу оформить вклад.
Оператор: Подскажите, пожалуйста, сумму которую в планируете разместить.
Клиент: Примерно 300 тысяч рубл
Оператор: У нас есть предложени с процентной ставкой 9% годовых.","Добрый вечер, хочу оформить вклад. Подскажите, пожалуйста, сумму, которую вы планируете разместить. Примерно 300 тысяч рублей. У нас есть предложение с процентной ставкой 9% годовых."
"Оператор: Понимаю. Скажите, пожалуйста, в каком именно магазине возникла ошибка?
Оператор: Вижу, что ка активна. Попробуйте, пожалуйста, повторить оплату или воспользоваться банкоматом рядом.","Здравствуйте, у меня не проходит оплата картой в магазине. Понимаю. Скажите, пожалуйста, в каком именно магазине возникла ошибка? В супермаркете около дома, терминал пишет 'отказано'. Вижу, что карта активна. Попробуйте, пожалуйста, повторить оплату или воспользоваться банкоматом рядом."
"Клиент: Здравствуйте, мне нужно заблокировать карту я её потерял.
Оператор: Понимаю вашу ситуацию. Назовите последние четыре цифры карты.
Клиент: 3456.
Оператор: Карта заблокирована, перевыпуск возможен через приложение или в офисе.","Здравствуйте, мне нужно заблокировать карту, я её потерял. Понимаю вашу ситуацию. Назовите последние четыре цифры карты. 3456. Карта заблокирована, перевыпуск возможен через приложение или в офисе."
"Клиент: Добрый день, хочу узнать остаток п креди
Оператор: Конечно подскажите дату рождения для идентификации.
Клиент: 10 мая 1987 года.
Оператор: Спасибо. Остат по кредиту составляет 125 тысяч рублей.","Добрый день, хочу узнать остаток по кредиту. Конечно, подскажите дату рождения для идентификации. 10 мая 1987 года. Спасибо. Остаток по кредиту составляет 125 тысяч рублей."
"Клиент: У меня не получается войти в мобильное приложение.
Клиент: Пишет 'неверный пароль'.",У меня не получается войти в мобильное приложение. Понимаю. Какая именно ошибка отображается? Пишет 'неверный пароль'. В таком случае вам нужно восстановить пароль через SMS.
"Клиент: Добрый день, хочу узнать остаток по кредиту.
Оператор: Конечно, подскажите дату рожде для идентификации.
Клиент: 10 мая 1987 год
Оператор: Спасибо. Остаток по кредиту составляет 12 тысяч рублей.","Добрый день, хочу узнать остаток по кредиту. Конечно, подскажите дату рождения для идентификации. 10 мая 1987 года. Спасибо. Остаток по кредиту составляет 125 тысяч рублей."
"Клиент: Добрый день, хочу узнать остаток по кредиту.
Клиент: 10 мая 1987 года.","Добрый день, хочу узнать остаток по кредиту. Конечно, подскажите дату рождения для идентификации. 10 мая 1987 года. Спасибо. Остаток по кредиту составляет 125 тысяч рублей."
"Оператор: Конечно, подскажит дату рождения для идентификации.
Оператор: Спасибо. Остаток по кредит составля 125 тысяч рублей","Добрый день, хочу узнать остаток по кредиту. Конечно, подскажите дату рождения для идентификации. 10 мая 1987 года. Спасибо. Остаток по кредиту составляет 125 тысяч рублей."
"Клиент: Добрый день, хочу узнать оста по кредиту.
Оператор: Конечно, подскажите дат рождения для идентификации.
Клиент: 10 мая 1987 года.
Оператор: Спасибо. Остаток по кредиту составляет 125 тысяч рублей.","Добрый день, хочу узнать остаток по кредиту. Конечно, подскажите дату рождения для идентификации. 10 мая 1987 года. Спасибо. Остаток по кредиту составляет 125 тысяч рублей."
"Клиент: Здравствуйте, у меня н проходит оплата картой в магазине.
Оператор: Понимаю. Скажите, пожалуйста, в ка имен магазине возникла ошибка?
Клиент: В супермаркет около дома, терминал пише 'отказано'.
Оператор: Вижу, что карта активна. Попробуйте, пожалуйста, повторить оплату или воспользоваться банкоматом рядом.","Здравствуйте, у меня не проходит оплата картой в магазине. Понимаю. Скажите, пожалуйста, в каком именно магазине возникла ошибка? В супермаркете около дома, терминал пишет 'отказано'. Вижу, что карта активна. Попробуйте, пожалуйста, повторить оплату или воспользоваться банкоматом рядом."
"Клиент: Добрый вечер, хочу оформить вклад.
Оператор: Подскажите, пожалуйста, сумму, которую вы планируете разместить.
Клиент: Примерно 300 тысяч рублей.
Оператор: У нас есть предложение с процентной ставкой 9% годовых.","Добрый вечер, хочу оформить вклад. Подскажите, пожалуйста, сумму, которую вы планируете разместить. Примерно 300 тысяч рублей. У нас есть предложение с процентной ставкой 9% годовых."
"Оператор: Понимаю. Скажите, пожалуйста, в каком именно магазине возникла ошибка?
Оператор: Вижу, что карта активна. Попробуйте, пожалуйста, повторить опла или воспользоваться банкоматом рядом.","Здравствуйте, у меня не проходит оплата картой в магазине. Понимаю. Скажите, пожалуйста, в каком именно магазине возникла ошибка? В супермаркете около дома, терминал пишет 'отказано'. Вижу, что карта активна. Попробуйте, пожалуйста, повторить оплату или воспользоваться банкоматом рядом."
"Клиент: Здравствуйте, мне нужно заблокиров карту, я её потеря
Оператор: Поним в ситуацию. Назовите последние четыре цифры карты
Клиент: 3456.
Оператор: Карта заблокирована, перевыпуск возможен через приложение или в офисе.","Здравствуйте, мне нужно заблокировать карту, я её потерял. Понимаю вашу ситуацию. Назовите последние четыре цифры карты. 3456. Карта заблокирована, перевыпуск возможен через приложение или в офисе."
"Клиент: Добры вечер, хочу оформить вклад.
Оператор: Подскажите, пожалуйста, сумму, которую вы планируете размести
Клиент: Примерно 300 тысяч рублей.
Оператор: У нас есть предложение с процентной ставкой 9% годовых.","Добрый вечер, хочу оформить вклад. Подскажите, пожалуйста, сумму, которую вы планируете разместить. Примерно 300 тысяч рублей. У нас есть предложение с процентной ставкой 9% годовых."
"Клиент: Здравствуйте, мне нужно заблокировать карту, я её потерял.
Оператор: Понимаю вашу ситуацию. Назовите последние четыре цифры карты.
Клиент: 3456.
Оператор: Карта заблокирована перевыпуск возможен через приложени или в офисе","Здравствуйте, мне нужно заблокировать карту, я её потерял. Понимаю вашу ситуацию. Назовите последние четыре цифры карты. 3456. Карта заблокирована, перевыпуск возможен через приложение или в офисе."
"Клиент: Здравствуйте, у меня не проходит оплата картой в магазине.
Оператор: Понимаю. Скажите, пожалуйста в каком именно магазине возникла ошибка?
Клиент: В супермаркете около дома, терминал пишет 'отказано'.
Оператор: Вижу, что карта активна. Попробуйте, пожалуйста, повторить оплату или воспользовать банкоматом ряд","Здравствуйте, у меня не проходит оплата картой в магазине. Понимаю. Скажите, пожалуйста, в каком именно магазине возникла ошибка? В супермаркете около дома, терминал пишет 'отказано'. Вижу, что карта активна. Попробуйте, пожалуйста, повторить оплату или воспользоваться банкоматом рядом."
"Оператор: Понимаю. Какая именно ошибка отображается?
Оператор: В таком случае вам нужно восстановить пароль через SMS.",У меня не получается войти в мобильное приложение. Понимаю. Какая именно ошибка отображается? Пишет 'неверный пароль'. В таком случае вам нужно восстановить пароль через SMS.
"Оператор: Понимаю. Скажите, пожалуйста, в како именно магазине возникла ошибка?
Оператор: Вижу, что карта активна. Попробуйте, пожалуйста, повторить оплату или воспользоваться банкоматом рядом.","Здравствуйте, у меня не проходит оплата картой в магазине. Понимаю. Скажите, пожалуйста, в каком именно магазине возникла ошибка? В супермаркете около дома, терминал пишет 'отказано'. Вижу, что карта активна. Попробуйте, пожалуйста, повторить оплату или воспользоваться банкоматом рядом."
"Клиент: Добрый день, хочу узнать остаток по кредиту.
Оператор: Конечно, подскажите дату рождения для идентификац
Клиент: 10 мая 198 года.
Оператор: Спасибо. Остаток по кредиту составляет 125 тысяч рублей.","Добрый день, хочу узнать остаток по кредиту. Конечно, подскажите дату рождения для идентификации. 10 мая 1987 года. Спасибо. Остаток по кредиту составляет 125 тысяч рублей."
"Клиент: Здравствуйте, у меня н проходит оплата карт в магазине.
Оператор: Понимаю. Скажите, пожалуйста, в каком именно магазине возникла ошибка?
Клиент: В супермаркете около дома, терминал пишет 'отказано'.
Оператор: Ви что карта активна. Попробуйте, пожалуйста, повторить оплату или воспользоваться банкомат рядом.","Здравствуйте, у меня не проходит оплата картой в магазине. Понимаю. Скажите, пожалуйста, в каком именно магазине возникла ошибка? В супермаркете около дома, терминал пишет 'отказано'. Вижу, что карта активна. Попробуйте, пожалуйста, повторить оплату или воспользоваться банкоматом рядом."
"Клиент: Здравствуйте, мне нужно заблокировать карту, я её потерял
Клиент: 3456.","Здравствуйте, мне нужно заблокировать карту, я её потерял. Понимаю вашу ситуацию. Назовите последние четыре цифры карты. 3456. Карта заблокирована, перевыпуск возможен через приложение или в офисе."
"Клиент: Добрый день, хочу узнать остаток по кредиту.
Оператор: Конечно, подскажите дату рождения для идентификации.
Клиент: 10 мая 1987 года.
Оператор: Спасибо. Остаток по кредиту составляет 125 тысяч рублей.","Добрый день, хочу узнать остаток по кредиту. Конечно, подскажите дату рождения для идентификации. 10 мая 1987 года. Спасибо. Остаток по кредиту составляет 125 тысяч рублей."
"Оператор: Понимаю. Какая именно ошибка отображает
Оператор: В таком случа вам нужно восстановить паро через S",У меня не получается войти в мобильное приложение. Понимаю. Какая именно ошибка отображается? Пишет 'неверный пароль'. В таком случае вам нужно восстановить пароль через SMS.
"Клиент: Здравствуйте, у меня н проходит оплата картой в магазине.
Оператор: Понимаю. Скажите пожалуйста, в каком именно магазине возникла ошибка?
Клиент: В супермаркете около дома, терминал пишет 'отказано'.
Оператор: Вижу, что карта активна. Попробуйте, пожалуйста повторить оплат или воспользоваться банкоматом рядом","Здравствуйте, у меня не проходит оплата картой в магазине. Понимаю. Скажите, пожалуйста, в каком именно магазине возникла ошибка? В супермаркете около дома, терминал пишет 'отказано'. Вижу, что карта активна. Попробуйте, пожалуйста, повторить оплату или воспользоваться банкоматом рядом."
"Оператор: Конечно, подскажи дату рождения для идентификации.
Оператор: Спасибо. Остаток по кредиту составляет 125 тысяч рублей.","Добрый день, хочу узнать остаток по кредиту. Конечно, подскажите дату рождения для идентификации. 10 мая 1987 года. Спасибо. Остаток по кредиту составляет 125 тысяч рублей."
"Клиент: Здравствуйте, у меня н проходи оплата картой в магазине.
Оператор: Понимаю. Скажите, пожалуйста, в каком именно магазине возникла ошибка?
Клиент: В супермаркете около дома, терминал пишет 'отказан
Оператор: Вижу, что карта активна. Попробуйте, пожалуйста, повторить оплату или воспользоваться банкоматом рядом.","Здравствуйте, у меня не проходит оплата картой в магазине. Понимаю. Скажите, пожалуйста, в каком именно магазине возникла ошибка? В супермаркете около дома, терминал пишет 'отказано'. Вижу, что карта активна. Попробуйте, пожалуйста, повторить оплату или воспользоваться банкоматом рядом."
"Клиент: У меня не получается войти в мобильное приложение.
Оператор: Понимаю. Какая именно ошибка отображается?
Клиент: Пиш 'неверный пароль'
Оператор: В тако случае вам нужно восстановить пароль чер SMS.",У меня не получается войти в мобильное приложение. Понимаю. Какая именно ошибка отображается? Пишет 'неверный пароль'. В таком случае вам нужно восстановить пароль через SMS.
"Клиент: Здравствуйте, у меня не проходит оплата картой в магазине.
Клиент: В супермаркете около дома, терминал пи 'отказано'.","Здравствуйте, у меня не проходит оплата картой в магазине. Понимаю. Скажите, пожалуйста, в каком именно магазине возникла ошибка? В супермаркете около дома, терминал пишет 'отказано'. Вижу, что карта активна. Попробуйте, пожалуйста, повторить оплату или воспользоваться банкоматом рядом."
"Клиент: Добрый день, хочу узнать остаток п кредиту.
Оператор: Конечно, подскажите дату рождения для идентификации.
Клиент: 10 мая 1987 года.
Оператор: Спасибо. Остаток по кредиту составляет 125 тысяч рубле","Добрый день, хочу узнать остаток по кредиту. Конечно, подскажите дату рождения для идентификации. 10 мая 1987 года. Спасибо. Остаток по кредиту составляет 125 тысяч рублей."
"Клиент: Здравствуйте, у меня не прохо оплат карт в магазине.
Оператор: Понимаю. Скажите, пожалуйста, в каком именно магазине возникла ошибка?
Клиент: В супермаркете около дома, терминал пишет 'отказано'.
Оператор: Вижу, что ка активна. Попробуйте, пожалуйста, повторить опл или воспользоваться банкоматом ряд","Здравствуйте, у меня не проходит оплата картой в магазине. Понимаю. Скажите, пожалуйста, в каком именно магазине возникла ошибка? В супермаркете около дома, терминал пишет 'отказано'. Вижу, что карта активна. Попробуйте, пожалуйста, повторить оплату или воспользоваться банкоматом рядом."
"Клиент: Здравствуйте, мне нужно заблокировать карту, я её потерял.
Оператор: Понимаю ваш ситуацию. Назовите последни четыре цифры карты.
Клиент: 3456.
Оператор: Карта заблокирована, перевыпуск возможен через приложе или в офисе.","Здравствуйте, мне нужно заблокировать карту, я её потерял. Понимаю вашу ситуацию. Назовите последние четыре цифры карты. 3456. Карта заблокирована, перевыпуск возможен через приложение или в офисе."
"Клиент: Добрый день, хочу узнать остаток по кредиту.
Оператор: Конечно, подскажите да рождения для идентификации.
Клиент: 10 мая 1987 года.
Оператор: Спасибо. Остаток по кредиту составляет 12 тысяч рублей.","Добрый день, хочу узнать остаток по кредиту. Конечно, подскажите дату рождения для идентификации. 10 мая 1987 года. Спасибо. Остаток по кредиту составляет 125 тысяч рублей."
"Оператор: Конечно подскажите дату рождения для идентификации.
Оператор: Спасибо. Остаток по кредиту составляет 125 тысяч рублей.","Добрый день, хочу узнать остаток по кредиту. Конечно, подскажите дату рождения для идентификации. 10 мая 1987 года. Спасибо. Остаток по кредиту составляет 125 тысяч рублей."
"Клиент: Добрый день, хочу узнат остаток по кредиту.
Оператор: Конечно, подскажите дату рождения для идентификации.
Клиент: 10 мая 1987 года.
Оператор: Спасибо. Оста по кредиту составляет 125 тыс рублей.","Добрый день, хочу узнать остаток по кредиту. Конечно, подскажите дату рождения для идентификации. 10 мая 1987 года. Спасибо. Остаток по кредиту составляет 125 тысяч рублей."
"Клиент: Здравствуйте, мне нужно заблокировать карту, я её потеря
Оператор: Понимаю вашу ситуацию. Назовите последние четыре цифр карты.
Клиент: 3456.
Оператор: Ка заблокирована, перевыпус возможен через приложени или в офисе.","Здравствуйте, мне нужно заблокировать карту, я её потерял. Понимаю вашу ситуацию. Назовите последние четыре цифры карты. 3456. Карта заблокирована, перевыпуск возможен через приложение или в офисе."
"Клиент: У меня не получает войти в мобильное приложение.
Оператор: Понимаю. Ка именно ошибка отображает
Клиент: Пишет 'неверный пароль'.
Оператор: В таком случа вам нужно восстановить паро через SMS.",У меня не получается войти в мобильное приложение. Понимаю. Какая именно ошибка отображается? Пишет 'неверный пароль'. В таком случае вам нужно восстановить пароль через SMS.
"Клиент: Здравствуйте, у меня не проходит оплата картой в магазине.
Оператор: Понима Скажите, пожалуйс в каком именно магазине возникла ошибка?
Клиент: В супермаркете около дома, терминал пишет 'отказано'.
Оператор: Вижу, что карта активна. Попробуйте, пожалуйста, повторить оплату или воспользоваться банкомат рядом.","Здравствуйте, у меня не проходит оплата картой в магазине. Понимаю. Скажите, пожалуйста, в каком именно магазине возникла ошибка? В супермаркете около дома, терминал пишет 'отказано'. Вижу, что карта активна. Попробуйте, пожалуйста, повторить оплату или воспользоваться банкоматом рядом."
"Оператор: Конечно, подскажите дату рождения для идентификации.
Оператор: Спасибо. Остаток по кредит составляет 12 тысяч рублей.","Добрый день, хочу узнать остаток по кредиту. Конечно, подскажите дату рождения для идентификации. 10 мая 1987 года. Спасибо. Остаток по кредиту составляет 125 тысяч рублей."
"Клиент: Добрый день, хочу узнать остаток по кредит
Оператор: Конечно, подскажите дату рождения для идентификации.
Клиент: 10 мая 1987 года.
Оператор: Спасибо. Остаток по кредиту составляет 125 тысяч рублей.","Добрый день, хочу узнать остаток по кредиту. Конечно, подскажите дату рождения для идентификации. 10 мая 1987 года. Спасибо. Остаток по кредиту составляет 125 тысяч рублей."
"Клиент: Добрый вечер, хочу оформит вклад.
Клиент: Примерно 300 тысяч рублей.","Добрый вечер, хочу оформить вклад. Подскажите, пожалуйста, сумму, которую вы планируете разместить. Примерно 300 тысяч рублей. У нас есть предложение с процентной ставкой 9% годовых."
"Клиент: Добрый день, хо узнать остаток по кредиту.
Оператор: Конечно, подскажи дату рождения для идентификации.
Клиент: 10 мая 1987 года
Оператор: Спасибо. Остаток по кредиту составляет 125 тысяч рублей.","Добрый день, хочу узнать остаток по кредиту. Конечно, подскажите дату рождения для идентификации. 10 мая 1987 года. Спасибо. Остаток по кредиту составляет 125 тысяч рублей."
"Клиент: Добры день, хо узнать остат по кредиту.
Оператор: Конечно, подскаж дату рождения для идентификации.
Клиент: 10 мая 1987 го
Оператор: Спасибо Остаток по кредиту составл 125 тысяч рублей.","Добрый день, хочу узнать остаток по кредиту. Конечно, подскажите дату рождения для идентификации. 10 мая 1987 года. Спасибо. Остаток по кредиту составляет 125 тысяч рублей."
"Клиент: Здравствуйте, мне нужно заблокировать карту, я её потерял.
Оператор: Понимаю вашу ситуаци Назовите последние четыре цифры карты.
Клиент: 3456.
Оператор: Карт заблокирована, перевыпуск возможен через приложени или в офисе.","Здравствуйте, мне нужно заблокировать карту, я её потерял. Понимаю вашу ситуацию. Назовите последние четыре цифры карты. 3456. Карта заблокирована, перевыпуск возможен через приложение или в офисе."
"Клиент: Здравствуйте, у меня не проходит оплата картой в магазине.
Оператор: Понимаю. Скажите, пожалуйста, в каком имен магазине возникла ошибка?
Клиент: В супермарк около дома, терминал пи 'отказано'.
Оператор: Вижу, что карта активна. Попробуйте, пожалуйста, повторить оплату или воспользоваться банкома рядом.","Здравствуйте, у меня не проходит оплата картой в магазине. Понимаю. Скажите, пожалуйста, в каком именно магазине возникла ошибка? В супермаркете около дома, терминал пишет 'отказано'. Вижу, что карта активна. Попробуйте, пожалуйста, повторить оплату или воспользоваться банкоматом рядом."
"Клиент: Добрый день, хочу узнать остаток по кредиту.
Оператор: Конечн подскажите дат рождения для идентификации.
Клиент: 10 мая 1987 го
Оператор: Спасибо. Остаток по кредиту составляет 125 тысяч рубл","Добрый день, хочу узнать остаток по кредиту. Конечно, подскажите дату рождения для идентификации. 10 мая 1987 года. Спасибо. Остаток по кредиту составляет 125 тысяч рублей."
"Клиент: Добрый день, хочу узнать остаток по кредиту.
Оператор: Конечно, подскажите дату рождения для идентификации.
Клиент: 1 мая 19 год
Оператор: Спасибо. Остаток по кредиту составляет 1 тысяч рублей","Добрый день, хочу узнать остаток по кредиту. Конечно, подскажите дату рождения для идентификации. 10 мая 1987 года. Спасибо. Остаток по кредиту составляет 125 тысяч рублей."
"Оператор: Конечно, подскажите дату рожден для идентификации.
Оператор: Спаси Остат по кредиту составляет 125 тысяч рублей.","Добрый день, хочу узнать остаток по кредиту. Конечно, подскажите дату рождения для идентификации. 10 мая 1987 года. Спасибо. Остаток по кредиту составляет 125 тысяч рублей."
"Клиент: У меня не получается войти в мобильное приложение.
Оператор: Понимаю. Какая именно ошибка отображается?
Клиент: Пиш 'неверный пароль'.
Оператор: В так случае вам нуж восстановить пар через SMS.",У меня не получается войти в мобильное приложение. Понимаю. Какая именно ошибка отображается? Пишет 'неверный пароль'. В таком случае вам нужно восстановить пароль через SMS.
"Оператор: Подскажите, пожалуйста, сумму которую вы планируете разместить.
Оператор: У нас есть предложение с процентной став 9% годовых.","Добрый вечер, хочу оформить вклад. Подскажите, пожалуйста, сумму, которую вы планируете разместить. Примерно 300 тысяч рублей. У нас есть предложение с процентной ставкой 9% годовых."
"Клиент: Добрый день, хочу узнать остаток по кредиту.
Оператор: Конечно, подскажите дату рождения для идентификации.
Клиент: 10 мая 1987 года.
Оператор: Спасибо Остато по кредиту составляет 125 тысяч рублей.","Добрый день, хочу узнать остаток по кредиту. Конечно, подскажите дату рождения для идентификации. 10 мая 1987 года. Спасибо. Остаток по кредиту составляет 125 тысяч рублей."
"Клиент: Добрый день, хочу узнать остаток п кредиту.
Оператор: Конечно, подскажите дату рождения для идентификации.
Клиент: 10 м 1987 года.
Оператор: Спасиб Остаток по кредиту составляет 125 тысяч рублей.","Добрый день, хочу узнать остаток по кредиту. Конечно, подскажите дату рождения для идентификации. 10 мая 1987 года. Спасибо. Остаток по кредиту составляет 125 тысяч рублей."
"Клиент: Добрый вечер, хочу оформить вклад.
Оператор: Подскажите, пожалуйста, сум котору вы планиру разместить.
Клиент: Примерно 300 тысяч рублей.
Оператор: У нас есть предложение с процентной ставкой 9% годовых.","Добрый вечер, хочу оформить вклад. Подскажите, пожалуйста, сумму, которую вы планируете разместить. Примерно 300 тысяч рублей. У нас есть предложение с процентной ставкой 9% годовых."
"Оператор: Понимаю вашу ситуацию. Назовите последние четыре циф карты.
Оператор: Карта заблокирована, перевыпуск возможен чере приложение или в офис","Здравствуйте, мне нужно заблокировать карту, я её потерял. Понимаю вашу ситуацию. Назовите последние четыре цифры карты. 3456. Карта заблокирована, перевыпуск возможен через приложение или в офисе."
"Клиент: Добрый день, хочу узна остаток п кредиту.
Клиент: 10 мая 1987 года.","Добрый день, хочу узнать остаток по кредиту. Конечно, подскажите дату рождения для идентификации. 10 мая 1987 года. Спасибо. Остаток по кредиту составляет 125 тысяч рублей."
"Клиент: Здравствуйте, мне нужно заблокироват карту, я её потерял.
Оператор: Понимаю вашу ситуацию. Назовите последние четыре цифр карты.
Клиент: 3456.
Оператор: Карта заблокирована, перевыпуск возможен че приложение или в офисе.","Здравствуйте, мне нужно заблокировать карту, я её потерял. Понимаю вашу ситуацию. Назовите последние четыре цифры карты. 3456. Карта заблокирована, перевыпуск возможен через приложение или в офисе."
"Клиент: Добрый день, хочу узнать остаток по креди
Оператор: Конечно, подскажите дату рождения д идентификации.
Клиент: 10 м 1 год
Оператор: Спасибо. Остаток по кредиту составляет 125 тысяч рублей.","Добрый день, хочу узнать остаток по кредиту. Конечно, подскажите дату рождения для идентификации. 10 мая 1987 года. Спасибо. Остаток по кредиту составляет 125 тысяч рублей."
"Клиент: Здравствуйте, мне нужно заблокирова карту, я е потерял.
Оператор: Пони вашу ситуац Назовите последние четыре циф карты.
Клиент: 3456.
Оператор: Карта заблокирована, перевыпуск возможен через приложение или в офисе.","Здравствуйте, мне нужно заблокировать карту, я её потерял. Понимаю вашу ситуацию. Назовите последние четыре цифры карты. 3456. Карта заблокирована, перевыпуск возможен через приложение или в офисе."
"Клиент: Здравствуйт у меня не проходит оплата картой в магазине.
Оператор: Понимаю. Скажите, пожалуйста, в каком именно магазине возникла ошибка?
Клиент: В супермаркете около дом терминал пишет 'отказано'.
Оператор: Вижу, что карта активна. Попробуйте, пожалуйста, повторить оплату или воспользоваться банкоматом рядо","Здравствуйте, у меня не проходит оплата картой в магазине. Понимаю. Скажите, пожалуйста, в каком именно магазине возникла ошибка? В супермаркете около дома, терминал пишет 'отказано'. Вижу, что карта активна. Попробуйте, пожалуйста, повторить оплату или воспользоваться банкоматом рядом."
"Клиент: У м не получается войти в мобильное приложение.
Клиент: Пишет 'невер пароль'.",У меня не получается войти в мобильное приложение. Понимаю. Какая именно ошибка отображается? Пишет 'неверный пароль'. В таком случае вам нужно восстановить пароль через SMS.
"Оператор: Понимаю вашу ситуацию. Назовите последние четыре циф карт
Оператор: Карта заблокирована, перевыпуск возможен через приложение или в офис","Здравствуйте, мне нужно заблокировать карту, я её потерял. Понимаю вашу ситуацию. Назовите последние четыре цифры карты. 3456. Карта заблокирована, перевыпуск возможен через приложение или в офисе."
"Клиент: Добрый вечер, хочу оформить вклад.
Оператор: Подскажите пожалуйста, сумму, которую вы планируете разместить.
Клиент: Примерно 300 тысяч рублей.
Оператор: У нас есть предложение с процентной ставкой 9 годовых.","Добрый вечер, хочу оформить вклад. Подскажите, пожалуйста, сумму, которую вы планируете разместить. Примерно 300 тысяч рублей. У нас есть предложение с процентной ставкой 9% годовых."
